"","CJI1.A.CD1.ET1.1","CJI2.B.CD1.ET2.1","CJI3.I.K5PP3W.ET1.1","CJI4.J.K5PP3W.ET2.1","CJI5.K.K5PP3W.Rap1.1","CJI6.L.K5PP3W.Rap2.1"
"ENSMUSG00000083483",24,26,26,23,14,24
"ENSMUSG00000083496",29,23,35,18,20,28
"ENSMUSG00000083500",36,21,24,34,40,31
"ENSMUSG00000083538",20,20,17,14,21,24
"ENSMUSG00000083554",20,21,33,31,25,24
"ENSMUSG00000083555",29,26,6,14,19,25
"ENSMUSG00000083563",57,76,96,97,100,92
"ENSMUSG00000083596",13,8,22,16,18,31
"ENSMUSG00000083606",9,12,14,16,15,14
"ENSMUSG00000083610",13,9,11,20,15,16
"ENSMUSG00000083618",51,41,120,83,79,51
"ENSMUSG00000083619",153,147,151,133,158,169
"ENSMUSG00000083621",183,229,221,183,199,223
"ENSMUSG00000083623",9,12,13,22,10,14
"ENSMUSG00000083626",15,11,12,16,8,15
"ENSMUSG00000083650",38,44,24,34,38,24
"ENSMUSG00000083669",25,27,103,93,19,21
"ENSMUSG00000083672",74,60,39,50,46,50
"ENSMUSG00000083700",19,8,10,19,22,15
"ENSMUSG00000083705",14,13,6,14,19,11
"ENSMUSG00000083716",32,55,61,44,49,47
"ENSMUSG00000083718",36,18,17,16,26,11
"ENSMUSG00000083728",14,15,14,16,18,9
"ENSMUSG00000083734",13,6,12,11,6,9
"ENSMUSG00000083736",10,11,9,8,11,5
"ENSMUSG00000083757",14,18,17,11,9,25
"ENSMUSG00000083773",559,618,942,8,5,3
"ENSMUSG00000083798",106,108,73,80,68,69
"ENSMUSG00000083816",21,20,16,8,7,11
"ENSMUSG00000083827",29,20,9,11,17,18
"ENSMUSG00000083833",26,31,39,40,21,34
"ENSMUSG00000083844",208,179,182,166,188,130
"ENSMUSG00000083849",18,18,16,12,10,19
"ENSMUSG00000083853",16,12,6,12,11,9
"ENSMUSG00000083863",31,39,41,38,32,54
"ENSMUSG00000083875",21,13,13,22,16,14
"ENSMUSG00000083892",24,21,35,14,21,24
"ENSMUSG00000083899",89,137,106,100,88,96
"ENSMUSG00000083902",56,48,73,12,54,28
"ENSMUSG00000083907",27,29,25,26,29,22
"ENSMUSG00000083914",12,11,5,4,6,14
"ENSMUSG00000083953",13,2,14,22,18,12
"ENSMUSG00000083992",141,164,184,149,172,220
"ENSMUSG00000084013",5,6,10,10,8,11
"ENSMUSG00000084085",35,20,16,31,21,16
"ENSMUSG00000084088",14,15,5,4,7,11
"ENSMUSG00000084098",10,16,4,12,9,11
"ENSMUSG00000084104",12,11,10,10,5,12
"ENSMUSG00000084106",158,164,234,190,192,211
"ENSMUSG00000084111",60,48,56,31,60,46
"ENSMUSG00000084128",857,843,1219,1122,846,762
"ENSMUSG00000084131",27,20,29,28,18,24
"ENSMUSG00000084139",14,11,10,10,10,8
"ENSMUSG00000084145",42,58,25,34,36,24
"ENSMUSG00000084149",15,15,6,6,3,14
"ENSMUSG00000084154",9,8,16,12,30,8
"ENSMUSG00000084159",240,299,350,341,292,243
"ENSMUSG00000084166",63,52,43,50,69,60
"ENSMUSG00000084168",12,11,13,18,16,8
"ENSMUSG00000084184",20,15,3,10,10,6
"ENSMUSG00000084218",16,13,6,11,15,8
"ENSMUSG00000084231",21,12,7,18,9,12
"ENSMUSG00000084235",103,118,100,124,104,85
"ENSMUSG00000084252",12,11,5,10,4,12
"ENSMUSG00000084257",9,4,14,16,5,28
"ENSMUSG00000084260",12,12,18,12,19,11
"ENSMUSG00000084261",18,20,5,14,8,15
"ENSMUSG00000084265",58,50,49,50,72,59
"ENSMUSG00000084274",62,67,19,30,31,44
"ENSMUSG00000084277",15,9,13,11,2,5
"ENSMUSG00000084280",10,4,10,7,5,12
"ENSMUSG00000084284",15,26,19,22,13,25
"ENSMUSG00000084292",13,8,11,16,15,16
"ENSMUSG00000084304",8,6,18,15,16,11
"ENSMUSG00000084314",15,20,29,31,14,24
"ENSMUSG00000084319",1095,1181,1166,1141,1084,1240
"ENSMUSG00000084325",25,26,13,8,17,15
"ENSMUSG00000084329",31,50,39,52,53,38
"ENSMUSG00000084345",4,11,13,7,17,11
"ENSMUSG00000084347",4,12,17,19,19,18
"ENSMUSG00000084349",1218,1190,1362,1109,1168,1191
"ENSMUSG00000084350",5,15,80,141,124,62
"ENSMUSG00000084362",34,40,20,6,26,38
"ENSMUSG00000084407",19,26,18,23,20,12
"ENSMUSG00000084408",20,20,26,28,30,34
"ENSMUSG00000084411",10,9,5,7,10,11
"ENSMUSG00000084416",332,335,572,353,391,437
"ENSMUSG00000084433",35,18,17,36,22,30
"ENSMUSG00000084477",21,15,13,18,15,5
"ENSMUSG00000084497",91,101,70,105,87,117
"ENSMUSG00000084504",26,34,26,24,19,30
"ENSMUSG00000084514",150,114,96,104,97,112
"ENSMUSG00000084516",344,387,261,295,433,468
"ENSMUSG00000084519",31,23,33,47,29,31
"ENSMUSG00000084544",18,9,13,7,18,11
"ENSMUSG00000084565",30,4,20,19,17,21
"ENSMUSG00000084590",106,99,73,71,95,76
"ENSMUSG00000084592",21,11,11,18,23,21
"ENSMUSG00000084595",13,7,4,6,13,12
"ENSMUSG00000084616",24,43,18,32,19,19
"ENSMUSG00000084624",20,13,21,14,7,14
"ENSMUSG00000084658",60,43,57,60,62,38
"ENSMUSG00000084667",89,82,118,114,72,108
"ENSMUSG00000084708",221,198,194,253,225,272
"ENSMUSG00000084728",14,18,59,38,22,22
"ENSMUSG00000084744",40,38,20,40,32,41
"ENSMUSG00000084751",155,120,59,87,62,95
"ENSMUSG00000084769",67,59,57,52,68,63
"ENSMUSG00000084771",90,68,58,40,46,34
"ENSMUSG00000084780",551,552,1040,1040,984,737
"ENSMUSG00000084781",207,150,72,100,143,128
"ENSMUSG00000084783",200,141,93,120,218,198
"ENSMUSG00000084786",776,738,768,827,751,673
"ENSMUSG00000084790",34,29,7,11,20,19
"ENSMUSG00000084792",60,44,26,31,33,41
"ENSMUSG00000084793",103,91,85,148,109,125
"ENSMUSG00000084799",400,340,499,461,394,358
"ENSMUSG00000084800",14,13,6,4,19,19
"ENSMUSG00000084804",8,6,2,16,14,11
"ENSMUSG00000084808",155,163,131,112,147,107
"ENSMUSG00000084817",79,83,74,93,84,99
"ENSMUSG00000084821",34,16,13,19,14,24
"ENSMUSG00000084822",15,17,7,7,10,8
"ENSMUSG00000084834",84,87,93,133,92,66
"ENSMUSG00000084835",146,160,129,105,133,107
"ENSMUSG00000084837",9,13,5,14,13,18
"ENSMUSG00000084838",10,20,27,10,31,9
"ENSMUSG00000084844",182,89,87,99,120,98
"ENSMUSG00000084845",24,7,5,7,14,21
"ENSMUSG00000084846",389,326,302,239,307,277
"ENSMUSG00000084862",262,247,373,383,319,253
"ENSMUSG00000084863",74,48,34,56,65,59
"ENSMUSG00000084864",41,31,42,36,33,25
"ENSMUSG00000084869",23,50,13,30,19,18
"ENSMUSG00000084878",62,62,174,136,81,53
"ENSMUSG00000084880",294,283,390,361,293,248
"ENSMUSG00000084881",26,15,27,24,15,14
"ENSMUSG00000084883",289,188,221,267,214,169
"ENSMUSG00000084885",16,17,5,3,17,8
"ENSMUSG00000084892",160,157,220,170,159,101
"ENSMUSG00000084894",38,26,14,28,36,44
"ENSMUSG00000084896",217,198,158,129,208,242
"ENSMUSG00000084899",1630,2126,1515,1786,1120,1239
"ENSMUSG00000084910",84,96,121,159,129,124
"ENSMUSG00000084911",342,355,182,349,334,240
"ENSMUSG00000084917",411,442,495,465,485,500
"ENSMUSG00000084920",25,20,22,30,39,40
"ENSMUSG00000084925",279,217,168,203,159,220
"ENSMUSG00000084930",34,50,28,24,38,32
"ENSMUSG00000084934",30,23,20,24,42,40
"ENSMUSG00000084936",583,739,955,785,759,724
"ENSMUSG00000084941",426,327,183,130,286,201
"ENSMUSG00000084946",18,17,21,32,15,18
"ENSMUSG00000084947",158,122,51,105,139,147
"ENSMUSG00000084948",179,178,39,89,76,108
"ENSMUSG00000084950",764,894,953,867,871,781
"ENSMUSG00000084957",597,600,735,812,906,864
"ENSMUSG00000084960",622,582,233,350,371,268
"ENSMUSG00000084962",41,31,33,60,39,60
"ENSMUSG00000084964",16,11,25,27,23,32
"ENSMUSG00000084968",100,105,66,38,28,51
"ENSMUSG00000084970",279,274,461,378,255,239
"ENSMUSG00000084974",97,94,140,157,111,96
"ENSMUSG00000084978",13,12,11,20,14,3
"ENSMUSG00000084984",309,300,446,496,306,317
"ENSMUSG00000084997",54,49,51,55,56,44
"ENSMUSG00000084998",216,194,251,328,242,176
"ENSMUSG00000085006",544,622,70,121,216,187
"ENSMUSG00000085009",140,106,109,133,104,110
"ENSMUSG00000085010",36,25,49,50,29,44
"ENSMUSG00000085012",62,68,70,43,72,59
"ENSMUSG00000085022",36,32,147,140,137,141
"ENSMUSG00000085023",87,169,248,173,48,44
"ENSMUSG00000085028",43,50,44,65,66,48
"ENSMUSG00000085030",51,35,18,11,33,28
"ENSMUSG00000085033",115,82,103,110,122,105
"ENSMUSG00000085037",226,229,138,190,184,243
"ENSMUSG00000085039",124,114,164,97,86,94
"ENSMUSG00000085042",12,20,13,10,15,8
"ENSMUSG00000085048",97,101,95,84,95,92
"ENSMUSG00000085049",18,21,4,7,6,12
"ENSMUSG00000085054",78,76,46,73,69,76
"ENSMUSG00000085055",240,306,34,96,122,162
"ENSMUSG00000085071",14,11,3,6,10,25
"ENSMUSG00000085072",38,32,56,47,36,34
"ENSMUSG00000085081",62,64,59,51,58,43
"ENSMUSG00000085083",106,87,56,89,130,121
"ENSMUSG00000085088",97,77,57,109,102,53
"ENSMUSG00000085091",218,191,219,231,255,291
"ENSMUSG00000085093",21,20,6,26,19,21
"ENSMUSG00000085099",48,25,22,31,22,41
"ENSMUSG00000085101",7,49,12,19,0,6
"ENSMUSG00000085105",515,485,347,404,453,391
"ENSMUSG00000085106",168,156,184,243,238,293
"ENSMUSG00000085110",13,6,10,14,14,6
"ENSMUSG00000085111",267,220,294,247,253,256
"ENSMUSG00000085112",35,26,19,20,29,14
"ENSMUSG00000085118",327,279,195,193,236,211
"ENSMUSG00000085132",98,105,66,51,111,89
"ENSMUSG00000085133",341,325,214,310,266,223
"ENSMUSG00000085148",448,560,528,716,574,1063
"ENSMUSG00000085154",26,25,22,28,33,19
"ENSMUSG00000085156",135,99,122,88,98,95
"ENSMUSG00000085161",9,8,19,11,26,8
"ENSMUSG00000085166",131,191,211,145,127,146
"ENSMUSG00000085167",14,11,5,15,18,25
"ENSMUSG00000085169",185,161,137,155,173,139
"ENSMUSG00000085172",59,39,73,65,45,60
"ENSMUSG00000085174",96,104,59,61,54,59
"ENSMUSG00000085175",41,36,32,34,27,14
"ENSMUSG00000085178",682,863,509,593,569,963
"ENSMUSG00000085180",27,21,9,10,13,3
"ENSMUSG00000085184",86,77,94,91,60,50
"ENSMUSG00000085185",23,23,18,36,29,28
"ENSMUSG00000085192",7,9,11,15,13,3
"ENSMUSG00000085196",20,22,4,8,18,15
"ENSMUSG00000085201",57,34,40,35,52,38
"ENSMUSG00000085204",8,8,32,26,13,14
"ENSMUSG00000085205",56,99,55,96,88,99
"ENSMUSG00000085206",13,6,2,10,10,11
"ENSMUSG00000085207",15,30,6,19,10,16
"ENSMUSG00000085208",2031,2039,2080,1930,2187,2189
"ENSMUSG00000085211",213,209,185,166,215,171
"ENSMUSG00000085213",25,22,21,15,18,9
"ENSMUSG00000085227",86,83,263,228,218,153
"ENSMUSG00000085234",35,17,19,15,19,32
"ENSMUSG00000085235",89,59,44,51,65,59
"ENSMUSG00000085236",69,69,43,35,53,54
"ENSMUSG00000085237",15,13,50,57,54,43
"ENSMUSG00000085239",34,29,31,44,51,50
"ENSMUSG00000085241",271,284,455,430,362,348
"ENSMUSG00000085242",30,34,35,28,29,28
"ENSMUSG00000085245",13,7,4,6,19,15
"ENSMUSG00000085246",106,87,53,83,64,89
"ENSMUSG00000085247",151,27,12,19,92,54
"ENSMUSG00000085250",20,21,9,19,11,9
"ENSMUSG00000085255",34,23,42,52,41,18
"ENSMUSG00000085262",144,155,176,161,145,140
"ENSMUSG00000085269",42,40,32,42,21,21
"ENSMUSG00000085278",158,166,167,211,209,150
"ENSMUSG00000085279",20,13,14,16,8,11
"ENSMUSG00000085282",79,76,37,31,44,79
"ENSMUSG00000085286",130,135,108,140,113,115
"ENSMUSG00000085287",62,69,62,81,48,73
"ENSMUSG00000085289",90,71,34,34,36,27
"ENSMUSG00000085297",372,258,93,97,48,80
"ENSMUSG00000085303",10,12,14,10,8,6
"ENSMUSG00000085304",60,58,27,43,58,43
"ENSMUSG00000085310",133,97,123,100,109,83
"ENSMUSG00000085314",4,13,465,325,300,211
"ENSMUSG00000085315",65,80,31,31,63,69
"ENSMUSG00000085317",38,29,51,53,31,51
"ENSMUSG00000085326",29,17,31,28,29,28
"ENSMUSG00000085327",415,415,444,397,492,373
"ENSMUSG00000085334",980,875,712,848,734,886
"ENSMUSG00000085335",172,175,263,553,282,399
"ENSMUSG00000085337",191,221,414,277,179,155
"ENSMUSG00000085342",40,43,36,28,34,41
"ENSMUSG00000085347",23,25,26,24,13,19
"ENSMUSG00000085354",25,13,4,15,11,11
"ENSMUSG00000085355",156,178,152,148,115,115
"ENSMUSG00000085360",93,83,138,104,88,78
"ENSMUSG00000085376",49,46,41,60,77,40
"ENSMUSG00000085377",74,86,32,46,30,40
"ENSMUSG00000085379",26,35,49,44,28,32
"ENSMUSG00000085385",290,295,417,326,235,236
"ENSMUSG00000085395",12,20,5,6,17,9
"ENSMUSG00000085396",2190,1764,1098,1631,1385,1213
"ENSMUSG00000085403",25,36,40,20,16,32
"ENSMUSG00000085408",478,507,407,427,492,473
"ENSMUSG00000085411",18,16,4,2,9,12
"ENSMUSG00000085414",30,16,21,30,43,34
"ENSMUSG00000085417",21,15,16,14,21,15
"ENSMUSG00000085418",2,4,13,18,10,5
"ENSMUSG00000085425",615,736,1028,1022,825,694
"ENSMUSG00000085433",56,55,49,69,32,38
"ENSMUSG00000085436",64,45,39,51,51,43
"ENSMUSG00000085437",134,105,93,106,107,102
"ENSMUSG00000085438",2832,2391,3006,2933,3184,2541
"ENSMUSG00000085440",292,233,80,145,104,108
"ENSMUSG00000085442",12,15,22,20,16,18
"ENSMUSG00000085448",27,22,22,16,15,21
"ENSMUSG00000085457",191,138,179,162,113,133
"ENSMUSG00000085465",430,357,831,876,727,644
"ENSMUSG00000085467",30,38,19,30,18,30
"ENSMUSG00000085471",35,20,34,35,26,15
"ENSMUSG00000085472",0,6,182,228,220,463
"ENSMUSG00000085483",15,23,24,20,23,18
"ENSMUSG00000085485",2,8,32,30,13,15
"ENSMUSG00000085492",100,85,68,59,55,50
"ENSMUSG00000085495",80,108,166,138,135,152
"ENSMUSG00000085498",15,16,54,28,15,9
"ENSMUSG00000085499",40,21,19,26,32,38
"ENSMUSG00000085501",21,7,18,15,21,18
"ENSMUSG00000085505",314,443,1130,955,725,669
"ENSMUSG00000085514",26,12,5,12,18,25
"ENSMUSG00000085516",416,284,321,353,411,405
"ENSMUSG00000085517",31,16,10,16,20,22
"ENSMUSG00000085519",52,52,44,59,30,31
"ENSMUSG00000085521",32,38,20,11,20,12
"ENSMUSG00000085523",80,64,91,92,88,73
"ENSMUSG00000085525",18,26,35,44,21,28
"ENSMUSG00000085526",48,17,21,46,25,15
"ENSMUSG00000085539",37,41,12,16,18,27
"ENSMUSG00000085540",35,25,24,46,40,54
"ENSMUSG00000085541",2,7,7,10,31,15
"ENSMUSG00000085543",195,244,397,332,403,261
"ENSMUSG00000085546",45,41,6,24,28,28
"ENSMUSG00000085550",370,340,377,284,624,807
"ENSMUSG00000085558",115,48,37,48,57,40
"ENSMUSG00000085560",81,91,411,306,238,221
"ENSMUSG00000085563",193,159,320,301,205,195
"ENSMUSG00000085566",315,387,1017,1010,430,418
"ENSMUSG00000085572",136,163,181,203,165,141
"ENSMUSG00000085573",23,11,9,14,17,34
"ENSMUSG00000085581",59,43,55,55,56,54
"ENSMUSG00000085586",201,237,124,93,141,146
"ENSMUSG00000085587",337,251,190,235,302,230
"ENSMUSG00000085589",51,54,21,42,34,40
"ENSMUSG00000085595",304,293,345,359,308,271
"ENSMUSG00000085601",26,12,12,7,15,14
"ENSMUSG00000085606",10,12,36,24,13,6
"ENSMUSG00000085609",173,203,151,178,171,159
"ENSMUSG00000085612",68,94,158,137,106,91
"ENSMUSG00000085614",38,26,19,11,15,14
"ENSMUSG00000085615",93,60,42,47,56,53
"ENSMUSG00000085622",148,146,98,136,120,110
"ENSMUSG00000085624",161,117,24,30,69,44
"ENSMUSG00000085626",36,18,34,40,29,25
"ENSMUSG00000085627",15,4,41,22,37,16
"ENSMUSG00000085628",163,104,95,83,87,99
"ENSMUSG00000085631",60,106,20,23,76,66
"ENSMUSG00000085636",185,169,138,141,129,125
"ENSMUSG00000085642",12,36,12,11,5,5
"ENSMUSG00000085645",18,16,9,12,15,11
"ENSMUSG00000085654",91,96,59,55,61,48
"ENSMUSG00000085655",108,126,191,181,166,140
"ENSMUSG00000085663",37,20,16,23,15,28
"ENSMUSG00000085664",70,57,47,34,40,51
"ENSMUSG00000085665",29,18,26,30,21,25
"ENSMUSG00000085666",126,141,302,208,154,182
"ENSMUSG00000085667",1158,969,1123,1091,1170,1077
"ENSMUSG00000085669",35,25,37,23,28,22
"ENSMUSG00000085683",644,622,479,558,737,521
"ENSMUSG00000085687",177,154,131,177,187,107
"ENSMUSG00000085695",86,54,59,83,61,51
"ENSMUSG00000085696",128,118,101,104,115,102
"ENSMUSG00000085702",287,217,158,144,278,213
"ENSMUSG00000085704",70,45,35,38,51,63
"ENSMUSG00000085708",103,66,5,6,21,15
"ENSMUSG00000085711",18,22,22,19,22,9
"ENSMUSG00000085714",319,349,348,287,306,298
"ENSMUSG00000085715",70,78,32,55,40,47
"ENSMUSG00000085716",8,2,13,14,13,5
"ENSMUSG00000085720",48,48,37,51,52,63
"ENSMUSG00000085731",299,320,214,252,271,349
"ENSMUSG00000085733",63,58,69,47,43,34
"ENSMUSG00000085738",13,13,11,8,14,5
"ENSMUSG00000085741",1099,1270,594,725,804,1015
"ENSMUSG00000085743",36,16,19,28,23,31
"ENSMUSG00000085748",14,12,5,3,7,14
"ENSMUSG00000085754",1330,1166,1046,1071,1277,1281
"ENSMUSG00000085761",20,15,17,14,20,8
"ENSMUSG00000085762",53,36,21,28,23,28
"ENSMUSG00000085765",141,128,101,101,124,120
"ENSMUSG00000085766",32,29,13,16,7,18
"ENSMUSG00000085767",562,496,620,647,683,534
"ENSMUSG00000085776",19,21,9,12,16,15
"ENSMUSG00000085779",53,29,7,7,14,22
"ENSMUSG00000085782",12,7,10,14,6,15
"ENSMUSG00000085783",14,17,26,22,30,24
"ENSMUSG00000085786",12,4,80,24,17,6
"ENSMUSG00000085787",71,71,106,80,73,59
"ENSMUSG00000085788",561,489,401,443,492,442
"ENSMUSG00000085792",10,4,34,20,20,19
"ENSMUSG00000085793",299,353,195,197,296,304
"ENSMUSG00000085795",1495,1390,1553,1619,2043,2138
"ENSMUSG00000085802",238,209,190,231,167,146
"ENSMUSG00000085818",21,17,5,10,10,16
"ENSMUSG00000085819",602,671,569,565,581,490
"ENSMUSG00000085828",37,48,18,18,10,18
"ENSMUSG00000085829",86,76,47,50,52,54
"ENSMUSG00000085831",27,18,36,27,9,16
"ENSMUSG00000085842",18,15,9,10,14,11
"ENSMUSG00000085843",48,31,9,14,29,35
"ENSMUSG00000085851",125,90,51,79,73,101
"ENSMUSG00000085852",38,49,11,10,17,27
"ENSMUSG00000085857",25,26,28,24,26,30
"ENSMUSG00000085867",10,11,25,27,26,25
"ENSMUSG00000085873",90,105,29,31,23,31
"ENSMUSG00000085875",18,21,37,26,30,22
"ENSMUSG00000085881",24,16,10,14,16,16
"ENSMUSG00000085882",31,15,3,7,7,12
"ENSMUSG00000085883",12,12,17,7,17,15
"ENSMUSG00000085884",300,297,240,230,299,330
"ENSMUSG00000085885",345,196,196,222,182,168
"ENSMUSG00000085887",15,6,19,26,14,6
"ENSMUSG00000085890",125,104,28,39,34,31
"ENSMUSG00000085891",29,26,4,16,14,14
"ENSMUSG00000085894",1282,1291,677,664,725,846
"ENSMUSG00000085897",7,13,13,12,11,14
"ENSMUSG00000085912",60,30,17,10,5,32
"ENSMUSG00000085913",194,202,113,142,192,198
"ENSMUSG00000085918",528,446,1486,1392,1334,1189
"ENSMUSG00000085923",38,21,12,19,25,19
"ENSMUSG00000085932",7,7,12,18,10,18
"ENSMUSG00000085936",216,196,218,208,148,205
"ENSMUSG00000085939",25,25,43,34,31,30
"ENSMUSG00000085944",29,18,79,63,9,21
"ENSMUSG00000085945",84,58,24,53,41,66
"ENSMUSG00000085955",141,133,204,148,118,137
"ENSMUSG00000085956",49,49,14,23,22,38
"ENSMUSG00000085957",35,62,11,7,8,22
"ENSMUSG00000085958",19,9,11,16,13,12
"ENSMUSG00000085962",276,272,247,232,300,240
"ENSMUSG00000085971",45,26,73,91,63,43
"ENSMUSG00000085972",12,16,11,15,18,15
"ENSMUSG00000085975",34,16,18,19,26,18
"ENSMUSG00000085984",71,39,61,80,75,67
"ENSMUSG00000085990",868,323,322,354,333,341
"ENSMUSG00000085995",9,12,86,55,32,30
"ENSMUSG00000085996",36,66,3,11,25,31
"ENSMUSG00000086013",9,6,10,11,13,6
"ENSMUSG00000086015",20,7,11,10,8,5
"ENSMUSG00000086016",177,150,217,191,179,175
"ENSMUSG00000086018",42,30,31,28,20,27
"ENSMUSG00000086027",15,13,14,34,22,21
"ENSMUSG00000086032",661,599,1007,967,641,633
"ENSMUSG00000086039",14,12,10,16,11,11
"ENSMUSG00000086040",1335,1387,78,208,410,362
"ENSMUSG00000086043",98,67,27,57,85,78
"ENSMUSG00000086049",12,9,19,7,18,6
"ENSMUSG00000086050",21,9,34,28,21,5
"ENSMUSG00000086052",32,62,51,91,66,94
"ENSMUSG00000086067",23,13,10,6,15,5
"ENSMUSG00000086075",49,36,19,28,25,85
"ENSMUSG00000086083",45,44,139,83,48,34
"ENSMUSG00000086090",129,122,88,108,114,141
"ENSMUSG00000086107",75,49,90,84,77,63
"ENSMUSG00000086109",12,6,6,2,16,12
"ENSMUSG00000086119",158,119,26,60,84,83
"ENSMUSG00000086121",14,6,21,31,11,18
"ENSMUSG00000086123",12,2,7,11,7,14
"ENSMUSG00000086134",93,90,44,56,79,73
"ENSMUSG00000086149",128,82,86,128,103,66
"ENSMUSG00000086150",180,142,21,28,79,105
"ENSMUSG00000086158",125,112,79,106,116,79
"ENSMUSG00000086163",5,4,11,12,5,16
"ENSMUSG00000086181",173,112,121,183,202,127
"ENSMUSG00000086184",10,21,11,19,14,11
"ENSMUSG00000086189",29,25,14,18,3,9
"ENSMUSG00000086192",160,138,191,173,193,134
"ENSMUSG00000086193",370,286,580,465,378,284
"ENSMUSG00000086196",112,72,196,141,115,83
"ENSMUSG00000086199",54,52,36,31,61,56
"ENSMUSG00000086212",43,53,34,26,36,32
"ENSMUSG00000086216",1023,1069,1017,943,941,941
"ENSMUSG00000086220",122,106,108,95,100,98
"ENSMUSG00000086228",20,11,5,11,10,21
"ENSMUSG00000086231",9,26,5,16,11,34
"ENSMUSG00000086234",458,480,337,349,596,554
"ENSMUSG00000086237",52,45,57,52,45,32
"ENSMUSG00000086240",5,11,12,10,16,3
"ENSMUSG00000086241",53,91,90,59,38,43
"ENSMUSG00000086245",147,146,83,133,139,118
"ENSMUSG00000086247",196,179,167,195,156,149
"ENSMUSG00000086255",41,26,19,57,32,34
"ENSMUSG00000086259",36,78,172,157,123,163
"ENSMUSG00000086260",51,46,39,75,49,57
"ENSMUSG00000086268",375,257,114,114,269,233
"ENSMUSG00000086288",558,501,433,412,497,479
"ENSMUSG00000086289",222,225,251,272,224,201
"ENSMUSG00000086290",382,289,433,355,267,290
"ENSMUSG00000086296",25,23,18,19,20,11
"ENSMUSG00000086297",14,8,11,20,15,15
"ENSMUSG00000086312",70,80,26,34,54,40
"ENSMUSG00000086316",345,311,318,354,311,330
"ENSMUSG00000086320",20,12,33,28,14,46
"ENSMUSG00000086322",221,219,235,182,149,140
"ENSMUSG00000086324",580,662,624,644,604,730
"ENSMUSG00000086327",58,27,26,20,7,5
"ENSMUSG00000086328",18,6,20,10,15,11
"ENSMUSG00000086329",114,94,127,141,143,114
"ENSMUSG00000086330",731,791,577,624,632,742
"ENSMUSG00000086331",112,136,27,69,80,133
"ENSMUSG00000086337",45,21,3,3,10,14
"ENSMUSG00000086341",201,168,122,158,133,144
"ENSMUSG00000086347",122,106,316,222,107,114
"ENSMUSG00000086350",131,75,36,46,51,114
"ENSMUSG00000086358",21,18,7,11,4,9
"ENSMUSG00000086359",13,12,24,16,14,16
"ENSMUSG00000086360",511,479,302,337,327,342
"ENSMUSG00000086368",18,15,9,10,5,9
"ENSMUSG00000086370",175,166,173,177,116,80
"ENSMUSG00000086372",18,13,6,10,15,19
"ENSMUSG00000086375",8,11,4,8,13,14
"ENSMUSG00000086381",240,69,409,749,164,117
"ENSMUSG00000086382",21,17,19,19,15,14
"ENSMUSG00000086385",12,4,7,6,16,14
"ENSMUSG00000086387",9,11,11,8,20,14
"ENSMUSG00000086389",18,16,78,60,71,46
"ENSMUSG00000086390",233,193,184,204,218,184
"ENSMUSG00000086392",47,60,59,52,77,78
"ENSMUSG00000086395",34,27,11,8,10,18
"ENSMUSG00000086399",65,80,222,284,116,139
"ENSMUSG00000086401",85,76,144,114,74,86
"ENSMUSG00000086407",190,182,184,162,147,178
"ENSMUSG00000086414",18,16,12,8,21,35
"ENSMUSG00000086418",164,142,127,99,81,95
"ENSMUSG00000086421",12,11,98,73,51,19
"ENSMUSG00000086427",785,646,488,464,601,516
"ENSMUSG00000086429",365,409,221,114,125,117
"ENSMUSG00000086430",41,45,41,47,39,30
"ENSMUSG00000086434",113,120,153,187,164,131
"ENSMUSG00000086444",13,18,2,3,6,12
"ENSMUSG00000086446",38,18,7,16,17,18
"ENSMUSG00000086448",704,646,444,586,545,608
"ENSMUSG00000086453",161,145,121,150,139,136
"ENSMUSG00000086459",26,31,34,52,44,35
"ENSMUSG00000086464",20,12,17,14,22,16
"ENSMUSG00000086472",432,290,560,551,569,367
"ENSMUSG00000086477",47,26,27,22,25,22
"ENSMUSG00000086484",31,15,25,16,25,38
"ENSMUSG00000086486",36,39,33,35,37,15
"ENSMUSG00000086502",80,63,72,71,58,50
"ENSMUSG00000086503",128,109,59,73,56,62
"ENSMUSG00000086506",34,15,34,34,20,9
"ENSMUSG00000086514",71,49,51,35,84,50
"ENSMUSG00000086522",19,20,10,12,19,14
"ENSMUSG00000086526",19,30,10,8,7,8
"ENSMUSG00000086529",30,32,21,19,23,32
"ENSMUSG00000086533",35,25,25,52,37,34
"ENSMUSG00000086536",880,979,685,830,815,857
"ENSMUSG00000086537",3,7,36,12,72,24
"ENSMUSG00000086539",78,96,71,50,75,63
"ENSMUSG00000086544",21,27,5,23,11,8
"ENSMUSG00000086546",31,60,40,53,25,43
"ENSMUSG00000086549",84,67,59,96,40,46
"ENSMUSG00000086554",14,15,11,11,6,3
"ENSMUSG00000086556",23,22,33,32,29,27
"ENSMUSG00000086560",23,17,4,15,9,14
"ENSMUSG00000086561",32,36,20,14,17,11
"ENSMUSG00000086567",125,142,14,16,38,40
"ENSMUSG00000086578",9,3,35,40,13,6
"ENSMUSG00000086582",227,196,310,272,199,163
"ENSMUSG00000086583",652,724,936,786,862,963
"ENSMUSG00000086584",23,20,25,36,32,18
"ENSMUSG00000086586",206,235,241,234,212,213
"ENSMUSG00000086589",29,38,9,14,17,24
"ENSMUSG00000086593",18,6,10,11,18,12
"ENSMUSG00000086594",59,45,47,50,52,51
"ENSMUSG00000086600",124,87,147,170,120,125
